"full_name","gender","mfa_degree","role","prize_year","prize_name","prize_amount","prize_institution","prize_type","prize_genre","given_name","last_name","author_wikidata","author_wikidata_label","author_viaf","author_lccn","elite_institution","graduate_degree","iowa_mfa_person_id","stegner","title_of_winning_book"
"Archibald Macleish","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Archibald","Macleish","Q633354","Archibald MacLeish","85172667","n80015459","Yale University","graduate","","",""
"Henry Seidel Canby","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","",""
"Robert Hutchins","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robert","Hutchins","","","","","Yale University","graduate","","",""
"Luther Evans","male","","judge","1946","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Luther Evans","male","","judge","1946","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"William Allen Nielson","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Allen","Nielson","","","","","Harvard University","graduate","","",""
"Frank Graham","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Frank","Graham","","","","","Columbia University","graduate","","",""
"Max Eastman","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Max","Eastman","Q788572","Max Eastman","67259736","n50024420","Columbia University","graduate","","",""
"William Rose Benét","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","William Rose","Benét","Q2580418","William Rose Benét","45096102","n50008106","Yale University","","","",""
"Arthur Schlesinger, Jr","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Arthur","Schlesinger, Jr","Q435195","Arthur M. Schlesinger","108761227","n50002711","Harvard University","","","",""
"J. Donald Adams","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","J. Donald","Adams","","","","","Harvard University","","","",""
"Malcolm Cowley","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Malcolm","Cowley","Q1458319","Malcolm Cowley","91308069","n79081720","Harvard University","","","",""
"Witter Bynner","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Witter","Bynner","Q2586777","Witter Bynner","5724955","n50032943","Harvard University","","","",""
"Arthur Laurents","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Arthur","Laurents","Q710334","Arthur Laurents","37116781","n85173003","Cornell University","","","",""
"Edgar Lee Masters","male","","winner","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Edgar Lee","Masters","Q468247","Edgar Lee Masters","27068379","n50044141","","","","",""
"Irwin Shaw","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Irwin","Shaw","Q315380","Irwin Shaw","32002877","n79071320","","","","",""
"Karl Shapiro","male","","winner","1946","Poet Laureate","35,000","Library of Congress","career","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","",""
"Kenneth Burke","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Kenneth","Burke","Q960081","Kenneth Burke","100257278","n50032315","","","","",""
"Langston Hughes","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Langston","Hughes","Q188093","Langston Hughes","44315795","n80014956","","","","",""
"Peterde Vries","male","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Peterde","Vries","","","","","","","","",""
"Robinson Jeffers","male","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Robinson","Jeffers","Q734955","Robinson Jeffers","68956184","n80035864","","","","",""
"Gwendolyn Brooks","female","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Gwendolyn","Brooks","Q270715","Gwendolyn Brooks","113723435","n50041281","","","","",""
"Louise Bogan","female","","winner","1946","Poet Laureate","35,000","Library of Congress","career","poetry","Louise","Bogan","Q516180","Louise Bogan","37044460","n50010084","","","","",""
"Marianne Moore","female","","winner","1946","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Marianne","Moore","Q278495","Marianne Moore","61562401","n50016866","","","","",""
"Mary Colum","female","","judge","1946","Academy of American Poets Fellowship","25,000","Academy of American Poets","career","poetry","Mary","Colum","Q6779242","Mary Colum","12192381","nr94037574","","","","",""
"Henry Seidel Canby","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","V-Letter And Other Poems"
"Wilbur L. Cross","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","poetry","Wilbur L.","Cross","","","","","Yale University","graduate","","","V-Letter And Other Poems"
"Karl Shapiro","male","","winner","1945","Pulitzer Prize","15,000","Columbia University","book","poetry","Karl","Shapiro","Q2906282","Karl Shapiro","109257053","n79021704","","","","","V-Letter And Other Poems"
"Louis Untermeyer","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","V-Letter And Other Poems"
"John Hersey","male","","winner","1945","Pulitzer Prize","15,000","Columbia University","book","prose","John","Hersey","Q535812","John Hersey","105148984","n79054652","Yale University","graduate","","","A Bell For Adano"
"Maxwell Geismar","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","prose","Maxwell","Geismar","Q6796102","Maxwell Geismar","32932096","n50018262","Columbia University","graduate","","","A Bell For Adano"
"John Chamberlain","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","prose","John","Chamberlain","Q6225652","John Chamberlain","3841537","n83021282","Yale University","","","","A Bell For Adano"
"Orville Prescott","male","","judge","1945","Pulitzer Prize","15,000","Columbia University","book","prose","Orville","Prescott","Q7105248","Orville Prescott","237553275","n50028227","","","","","A Bell For Adano"
"Alexander Greendale","male","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Alexander","Greendale","","","","","Stanford University","graduate","","Stegner",""
"Luther Evans","male","","judge","1945","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Luther Evans","male","","judge","1945","Poet Laureate","35,000","Library of Congress","career","poetry","Luther","Evans","","","","","Stanford University","graduate","","",""
"Norman Rosten","male","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Norman","Rosten","Q3430050","Norman Rosten","56621415","n50049735","","graduate","","",""
"Robert Penn Warren","male","","winner","1945","Poet Laureate","35,000","Library of Congress","career","poetry","Robert Penn","Warren","Q312720","Robert Penn Warren","61553765","n78091524","","graduate","","",""
"Feike Feikema","male","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Feike","Feikema","","","","","","","","",""
"Kenneth Fearing","male","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Kenneth","Fearing","Q6390093","Kenneth Fearing","19677275","n50001146","","","","",""
"W. H. Auden","male","","winner","1945","Award of Merit Medal in Poetry","25,000","American Academy of Arts and Letters","career","poetry","W. H.","Auden","Q178698","W. H. Auden","2465832","n79054316","","","","",""
"Marguerite Young","female","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Marguerite","Young","Q6760823","Marguerite Young","79126873","n79058280","University of Chicago","graduate","","",""
"Jean Stafford","female","","winner","1945","Arts and Letters Awards","10,000","American Academy of Arts and Letters","career","no genre","Jean","Stafford","Q290633","Jean Stafford","109645819","n50053704","","","","",""
"Louise Bogan","female","","winner","1945","Poet Laureate","35,000","Library of Congress","career","poetry","Louise","Bogan","Q516180","Louise Bogan","37044460","n50010084","","","","",""
"Henry Seidel Canby","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","poetry","Henry Seidel","Canby","Q15501218","Henry Seidel Canby","7559111","n50051945","Yale University","graduate","","","Western Star"
"Stephen Vincent Benét","male","","winner","1944","Pulitzer Prize","15,000","Columbia University","book","poetry","Stephen Vincent","Benét","Q1348138","Stephen Vincent Benét","100260717","n50007691","Yale University","graduate","","","Western Star"
"Wilbur L. Cross","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","poetry","Wilbur L.","Cross","","","","","Yale University","graduate","","","Western Star"
"Louis Untermeyer","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","poetry","Louis","Untermeyer","Q1872015","Louis Untermeyer","39541598","n79054344","","","","","Western Star"
"Maxwell Geismar","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","prose","Maxwell","Geismar","Q6796102","Maxwell Geismar","32932096","n50018262","Columbia University","graduate","","","Journey In The Dark"
"John Chamberlain","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","prose","John","Chamberlain","Q6225652","John Chamberlain","3841537","n83021282","Yale University","","","","Journey In The Dark"
"Martin Flavin","male","","winner","1944","Pulitzer Prize","15,000","Columbia University","book","prose","Martin","Flavin","Q503483","Martin Flavin","77845843","n87896318","University of Chicago","","","","Journey In The Dark"
"Lewis Gannett","male","","judge","1944","Pulitzer Prize","15,000","Columbia University","book","prose","Lewis","Gannett","Q62224679","Lewis Gannett","11462821","n90622248","Harvard University","","","","Journey In The Dark"
