Location Name,Title,Permanent Call Number,Author
Hallock Collection,The life and voyages of Christopher Columbus /,I72hib,"Irving, Washington, 1783-1859."
Hallock Collection,,I72hic,"Irving, Washington, 1783-1859."
Hallock Collection,The life and voyages of Christopher Columbus : to which are added those of his companions /,I72hid,"Irving, Washington, 1783-1859."
Hallock Collection,"The life and voyages of Christopher Columbus and the voyages and discoveries of the companions of Columbus, by Washington Irving.",I72hie,"Irving, Washington, 1783-1859."
Hallock Collection,"The life of Edgar Allan Poe, personal and literary, with his chief correspondence with men of letters,",P74yw8l,"Woodberry, George Edward, 1855-1930."
Hallock Collection,The life of Emerson /,E53yb87,"Brooks, Van Wyck, 1886-1963, author."
Hallock Collection,"The life of Sumner Lincoln Fairfield, esq., in one volume.",H18xf,"Fairfield, Jane, 1803 or 1804-"
Hallock Collection,The life of Thomas Bailey Aldrich /,A36yg8,"Greenslet, Ferris, 1875-1959."
Hallock Collection,The life of the fields /,J45l,"Jefferies, Richard, 1848-1887."
Hallock Collection,The life of the fields.,J45la,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The life, character and writings of William Cullen Bryant. A commemorative address delivered before the New York historical society, at the academy of music, December 30, 1878.",B91yc9,"Curtis, George William, 1824-1892."
Hallock Collection,The literary remains of John G.C. Brainard : with a sketch of his life ... /,W62xb8,"Brainard, John G. C. 1796-1828. (John Gardiner Calkins),"
Hallock Collection,"The literati : some honest opinions about autorial merits and demerits, with occasional words of personality ; together with marginalia, suggestions, and essays /",P74li,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The little people of the snow /,B91li,"Bryant, William Cullen, 1794-1878."
Hallock Collection,The little violinist /,A36li,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"The lost leader; a study of Wordsworth,",W92yf,"Fausset, Hugh I'Anson, 1895-1965."
Hallock Collection,The magnificent idler : the story of Walt Whitman /,W61yr7,"Rogers, Cameron, 1900-1971."
Hallock Collection,"The marble faun, or, The romance of Monte Beni /",H39mea,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The marble faun; or, The romance of Monte Beni ... in two volumes.",H39ma,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The masque of Pandora : and other poems /,L85ma,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The masque of Pandora, and other poems /",L85ma,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,"The masque of pandora and other poems, by Henry Wadsworth Longfellow.",L85mb,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The master of Gadshill; Dickens returns to youth, a drama in three acts,",H29m,"Harper, Henry Howard, 1871-1953."
Hallock Collection,"The memorial history of Boston : including Suffolk County, Massachusetts, 1630-1880 /",H75xw,
Hallock Collection,"The method of nature : an oration delivered before the Society of the Adelphi, in Waterville College in Maine, August 11, 1841 /",E53mea,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The method of nature : an oration, delivered before the Society of the Adelphi, in Waterville College, in Maine, August 11, 1841 /",E53me,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The mind and art of Poe's poetry /,P74yf9,"Fruit, John Phelps, 1855-1943."
Hallock Collection,The miscellaneous poems of William Wordsworth /,W92mi,"Wordsworth, William, 1770-1850."
Hallock Collection,The miscellaneous works of Oliver Goldsmith : with an account of his life and writings /,I72xg,"Goldsmith, Oliver, 1730?-1774."
Hallock Collection,"The modern pulpit : a sermon preached at the ordination of Samuel Longfellow, at Fall River, Mass., February 16th, 1848 /",L85xw,"Weiss, John, 1818-1879."
Hallock Collection,The moon /,T48mo,"Thoreau, Henry David, 1817-1862."
Hallock Collection,The murders in the Rue Morgue : facsimile of the ms. in the Drexel Institute /,P74mu,"Poe, Edgar Allan, 1809-1849, author."
Hallock Collection,The natural history of Selborne : with a naturalist's calendar and additional observations /,J45xw,"White, Gilbert, 1720-1793."
Hallock Collection,The new Adam and Eve.,H39n,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The new century and the new building of the Harvard Medical School, 1783-1883 : addresses and exercises at the one hundredth anniversary of the foundation of the medical school of Harvard University, October 17, 1883.",H75xh339,
Hallock Collection,The odyssey of Homer,B91xho,Homer.
Hallock Collection,The old English dramatists /,L91o,"Lowell, James Russell, 1819-1891."
Hallock Collection,The opal: a pure gift for the holydays. 1847.,L85xo,
Hallock Collection,The open air /,J45o,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The open air,",J45oa,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The optimism of Ralph Waldo Emerson,",E53yd,"Dana, William Franklin, 1863-"
Hallock Collection,The pageant of summer /,J45p,"Jefferies, Richard, 1848-1887, author."
Hallock Collection,"The panorama, and other poems.",W62pa,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The patience of hope /,W62xg8,"Greenwell, Dora, 1821-1882."
Hallock Collection,The patriotic poems of Walt Whitman.,W61pat,"Whitman, Walt, 1819-1892, author."
Hallock Collection,The patriotic poetry of William Wordsworth : a selection /,W92pat,"Wordsworth, William, 1770-1850."
Hallock Collection,"The pellet. A record of the Massachusetts Homeopathic Hospital Fair (April 15-27, 1872)",A36xp3,
Hallock Collection,The personal letters of John Fiske.,H29p,"Harper, Henry Howard, 1871-1953."
Hallock Collection,"The personality of Emerson,",E53ys,"Sanborn, F. B. 1831-1917. (Franklin Benjamin),"
Hallock Collection,The pleasures of imagination : a poem in three books /,A31p,"Akenside, Mark, 1721-1770."
Hallock Collection,The pocket Emerson : being a choice of passages from the various works of Ralph Waldo Emerson /,E53pk,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,The poems of Edgar Allan Poe /,P74pe,"Poe, Edgar Allan, 1809-1849, author."
Hallock Collection,The poems of Edgar Allan Poe;,P74pd,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The poems of Geoffrey Chaucer, modernized.",W92xc,"Chaucer, Geoffrey, -1400."
Hallock Collection,The poems of Henry Wadsworth Longfellow : complete in one volume.,L85po,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The poems of Henry Wadsworth Longfellow ; complete in one volume.,L85pob,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The poems of John G.C. Brainard. A new authentic collection, with an original memoir of his life.",W62xb8p,"Brainard, John G. C. 1796-1828. (John Gardiner Calkins),"
Hallock Collection,The poems of Maria Lowell.,L91xl9,"Lowell, Maria, 1821-1853."
Hallock Collection,The poems of Thomas Bailey Aldrich.,A36poa,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,,A36pob,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,,A36poc,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,,A36pod,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The poems of William Wordsworth /,W92poe,"Wordsworth, William, 1770-1850."
Hallock Collection,"The poems of William Wordsworth, D.C.L., Poet Laureate, etc., etc.",W92pobd,"Wordsworth, William, 1770-1850, author."
Hallock Collection,"The poet among the hills. Oliver Wendell Holmes in Berkshire. His Berkshire poems, some of them now first published, with historic and descriptive incidents concerning the poems, the poet, and his literary neighbors.",H75ys,"Smith, J. E. A. 1822-1896. (Joseph Edward Adams),"
Hallock Collection,The poet and the man; recollections and appreciations of James Russell Lowell.,L91yup,"Underwood, Francis Henry, 1825-1894."
Hallock Collection,The poet at the breakfast-table /,H75pot,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75pota,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75potb,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The poetical works of Dr. John Donne, with a memoir.",L91xd6,"Donne, John, 1572-1631."
Hallock Collection,The poetical works of Edgar Allan Poe /,P74pba,"Poe, Edgar Allan, 1809-1849, author."
Hallock Collection,The poetical works of Edgar Allan Poe : with an original memoir.,P74pa,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,,P74paa,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The poetical works of Edgar Allan Poe : with original memoir /,P74p,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The poetical works of Edgar Allan Poe, complete. With memoir and vindication.",P74pc,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The poetical works of Fitz-Greene Halleck : Now first collected ; illustrated with steel engravings, from drawings by American artists.",H18pb,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,The poetical works of Fitz-Greene Halleck : now first collected /,H18pa,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,The poetical works of Fitz-Greene Halleck.,H18pc,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,,H18pd,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,,H18pe,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,,H18pf,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,"The poetical works of Fitz-Greene Halleck. Now first collected. Illustrated with steel engravings, from drawings by American artists.",H18p,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,The poetical works of Henry Wadsworth Longfellow /,L85poe,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85poee,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The poetical works of Henry Wadsworth Longfellow, author of ""Hyperion"", etc.",L85poea,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The poetical works of Henry Wadsworth Longfellow.,L85poed,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The poetical works of James R. Lowell. Complete in two volumes.,L91pod,"Lowell, James Russell, 1819-1891."
Hallock Collection,The poetical works of James Russell Lowell /,L91poc,"Lowell, James Russell, 1819-1891."
Hallock Collection,The poetical works of James Russell Lowell.,L91poe,"Lowell, James Russell, 1819-1891."
Hallock Collection,The poetical works of John G. Whittier.,W62pob,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The poetical works of John Greenleaf Whittier ...,W62poba,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The poetical works of John Greenleaf Whittier /,W62poda,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The poetical works of John Greenleaf Whittier. Complete in two volumes ...,W62poc,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The poetical works of Oliver Wendell Holmes.,H75poe,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The poetical works of Thomas Campbell.,I72xca,"Campbell, Thomas, 1777-1844."
Hallock Collection,"The poetical works of Thomas Campbell. Including several pieces from the original manuscript, never before published in this country.",I72xc,"Campbell, Thomas, 1777-1844."
Hallock Collection,The poetical works of W. Wordsworth : complete.,W92podc,"Wordsworth, William, 1770-1850."
Hallock Collection,The poetical works of William Wordsworth /,W92pobf,"Wordsworth, William, 1770-1850, author."
Hallock Collection,,W92poda,"Wordsworth, William, 1770-1850."
Hallock Collection,The poetical works of William Wordsworth : complete in one volume.,W92poab,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The poetical works of William Wordsworth.,W92poad,"Wordsworth, William, 1770-1850, author."
Hallock Collection,,W92poae,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pob,"Wordsworth, William, 1770-1850, author."
Hallock Collection,,W92poca,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pocb,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pocc,"Wordsworth, William, 1770-1850."
Hallock Collection,,W92pocd,"Wordsworth, William, 1770-1850 author."
Hallock Collection,,W92poce,"Wordsworth, William, 1770-1850."
Hallock Collection,The poetical works of William Wordsworth. With life.,W92pod,"Wordsworth, William, 1770-1850."
Hallock Collection,The poetical works of William Wordsworth;,W92podd,"Wordsworth, William, 1770-1850."
Hallock Collection,The poetical works of William Wordswoth /,W92podb,"Wordsworth, William, 1770-1850, author."
Hallock Collection,"The poetical writings of Fitz-Green Halleck,",H18pj,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,The poetical writings of Fitz-Greene Halleck : with extracts from those of Joseph Rodman Drake /,H18ph,"Halleck, Fitz-Greene, 1790-1867."
Hallock Collection,"The poetry and history of Wyoming; containing Campbell's Gertrude,",I72xp,"Stone, William L. 1792-1844. (William Leete),"
Hallock Collection,"The poets and poetry of America; a satire (by ""Lavante,"" published in Philadelphia, 1847)",P74xl3,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The poets of Portsmouth /,A36xp,"Payson, Aurin M. 1809-1898. (Aurin Moody),"
Hallock Collection,"The poets' tributes to Garfield; the collection of poems written for the Boston daily globe, and many selections. With portrait and biography.",H75xk,"King, Moses, 1853-1909, editor."
Hallock Collection,The power of sound : a rhymed lecture /,L91pw,"Lowell, James Russell, 1819-1891."
Hallock Collection,"The praise of folly, and other papers,",E53yp46p,"Perry, Bliss, 1860-1954."
Hallock Collection,The preacher.,E53pr,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"The prelude; or, Growth of a poet's mind /",W92preb,"Wordsworth, William, 1770-1850."
Hallock Collection,"The prelude; or, Growth of a poet's mind : an autobiographical poem /",W92prea,"Wordsworth, William, 1770-1850."
Hallock Collection,The proceedings in commemoration of the one hundredth anniversary of the birth of Nathaniel Hawthorne,H39ye,Essex Institute.
Hallock Collection,The professor at the breakfast-table /,H75prc,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,,H75prd,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The professor at the breakfast-table; with the story of Iris.,H75prb,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,The prose works ... Complete in one volume.,L85pra,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The prose works of Henry Wadsworth Longfellow.,L85pr,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The prose works of William Wordsworth : for the first time collected, with additions from unpublished manuscripts /",W92pro,"Wordsworth, William, 1770-1850, author."
Hallock Collection,"The psychology of speculation; the human element in stock market transactions,",H29ps,"Harper, Henry Howard, 1871-1953."
Hallock Collection,"The purloined letter,",P74pu,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The queen of Sheba /,A36qa,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The queen of Sheba.,A36q,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The raven,P74rb,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The raven /,P74r,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,,P74rc,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The raven,",P74ra,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The recluse /,W92r,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The religion of Oliver Wendell Holmes /,H75yt,"Tarrant, W. G. 1853-1928. (William George),"
Hallock Collection,"The river path,",W62r,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The romance of Mary W. Shelley, John Howard Payne and Washington Irving.",I72ys,"Shelley, Mary Wollstonecraft, 1797-1851 author."
Hallock Collection,The rose /,L91r,"Lowell, James Russell, 1819-1891."
Hallock Collection,The ruins of Pæstum : and other compositions in verse ...,P59r,"Pickering, Henry, 1781-1838."
Hallock Collection,"The sayings of Dr. Bushwhacker, and other learned men,",C88s,"Cozzens, Frederic S. 1818-1869. (Frederic Swartwout),"
Hallock Collection,The scarlet letter : a romance /,H39sca,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39scb,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The scarlet letter, a romance.",H39sc,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The school-boy /,H75s,"Holmes, Oliver Wendell, 1809-1894."
Hallock Collection,"The science of English verse,",L28s,"Lanier, Sidney, 1842-1881."
Hallock Collection,The second son : a novel /,A36xo,"Oliphant, Mrs. 1828-1897. (Margaret),"
Hallock Collection,The service /,T48s,"Thoreau, Henry David, 1817-1862."
Hallock Collection,The shadow of the flowers; from the poems of Thomas Bailey Aldrich;,A36sh,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"The sisters' tragedy : with other poems, lyrical and dramatic /",A36si,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,"The sisters' tragedy, with other poems, lyrical and dramatic.",A36sia,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The sketch book /,I72sked,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch book of Geoffrey Crayon, Esq.",I72skc,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch book of Geoffrey Crayon, Esq. /",I72skd,"Irving, Washington, 1783-1859."
Hallock Collection,,I72ske,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch book of Geoffrey Crayon, gent. (Washington Irving) /",I72skee,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch book of Geoffrey Crayon, gent. [pseud.] ... In two volumes.",I72ska,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch book of Geoffrey Crayon, gentn.",I72skea,"Irving, Washington, 1783-1859."
Hallock Collection,The sketch book of Washington Irving /,I72skeb,"Irving, Washington, 1783-1859."
Hallock Collection,"The sketch-book of Geoffrey Crayon, Esq.",I72skb,"Irving, Washington, 1783-1859."
Hallock Collection,"The snow-image, and other Twice-told tales.",H39sna,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"The snow-image, and other tales /",H39sn,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The snow-image: a childish miracle.,H39snb,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,The song of Hiawatha /,L85so,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,,L85soa,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,,L85sod,"Longfellow, Henry Wadsworth, 1807-1882, author."
Hallock Collection,The song of Hiawatha.,L85soa,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,,L85sob,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The song of Hiawatha. By Henry Wadsworth Longfellow. Illustrated by John Gilbert.,L85soc,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The song of Milgenwater : translated from the original Feejee /,L85soys,"Henderson, Marc Antony, 1832-1912."
Hallock Collection,The song of Milkanwatha:,L85soysa,"Henderson, Marc Antony, 1832-1912."
Hallock Collection,The song of the sower.,B91son,"Bryant, William Cullen, 1794-1878."
Hallock Collection,The sonnets of Henry Wadsworth Longfellow /,L85st,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"The sonnets of William Wordsworth : collected in one volume, with a few additional ones now first published.",W92so,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The spirit of the fair.,S75,
Hallock Collection,"The spy, : a tale of the neutral ground. /",C777sp,"Cooper, James Fenimore, 1789-1851."
Hallock Collection,The statesmanship of Wordsworth : an essay /,W92yd,"Dicey, A. V. 1835-1922. (Albert Venn),"
Hallock Collection,The story of Concord told by Concord writers;,E53ys9,"Swayne, Josephine Latham, editor."
Hallock Collection,The story of a bad boy /,A36sta,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,The story of a cat /,A36xl,"La Be?dollie?re, Emile de, 1812-1883."
Hallock Collection,,A36xla,"La Be?dollie?re, Emile de, 1812-1883."
Hallock Collection,"The story of a nephrectomy; a true history of a semi-tragic episode,",H29s,"Harper, Henry Howard, 1871-1953."
Hallock Collection,The story of my heart : my autobiography /,J45sta,"Jefferies, Richard, 1848-1887, author."
Hallock Collection,,J45stb,"Jefferies, Richard, 1848-1887."
Hallock Collection,The story of my heart. My autobiography.,J45st,"Jefferies, Richard, 1848-1887."
Hallock Collection,The story of the fountain.,B91fa,"Bryant, William Cullen, 1794-1878."
Hallock Collection,The supernaturalism of New England.,W62su,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,The tale of Rip Van Winkle /,I72re,"Irving, Washington, 1783-1859."
Hallock Collection,"The teachers of Emerson,",F53yh3,"Harrison, John Smith, 1877-"
Hallock Collection,"The tent of the beach, and other poems.",W62t,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,,W62ta,"Whittier, John Greenleaf, 1807-1892."
Hallock Collection,"The tent on the beach, and dramatic lyrics /",W62tb,"Whittier, John Greenleaf, 1807-1892 author."
Hallock Collection,The toilers of the field,J45to,"Jefferies, Richard, 1848-1887."
Hallock Collection,The toilers of the field /,J45toa,"Jefferies, Richard, 1848-1887."
Hallock Collection,"The transmigration of the seven Brahmans; a translation from the Harivansa of Langlois,",T48xm,
Hallock Collection,"The unity of Italy : the American celebration of the unity of Italy, at the Academy of Music, New York, Jan. 12, 1871, with the addresses, letters, and comments of the press.",U581,
Hallock Collection,The unknown way /,B91u,"Bryant, William Cullen, 1794-1878, author."
Hallock Collection,The untimeliness of the Walt Whitman exhibition at the New York Public Library : an open letter to the trustees.,W61yh4,"Heartman, Charles F. 1883-1953. (Charles Frederick),"
Hallock Collection,"The village blacksmith,",L85v,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,The vision of Sir Launfal /,L91v,"Lowell, James Russell, 1819-1891."
Hallock Collection,"The waggoner, a poem : To which are added, Sonnets /",W92w,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The waif : a collection of poems.,L85w,
Hallock Collection,"The weal-reaf. A record of the Essex Institute Fair, held at Salem, Sept. 4, 5, 6, 7, 8, with two supplementary numbers, Sept. 10, 11.",H39xw,
Hallock Collection,"The white doe of Rylstone, or The fate of the Nortons ...",W92wha,"Wordsworth, William, 1770-1850."
Hallock Collection,"The white doe of Rylstone, or, The fate of the Nortons : a poem /",W92wh,"Wordsworth, William, 1770-1850, author."
Hallock Collection,The wide-awake gift : a Know-nothing token for 1855 /,W63,
Hallock Collection,"The wild huntsman,",I72wi,"Irving, Washington, 1783-1859."
Hallock Collection,The work of Washington Irving /,I72yw2,"Warner, Charles Dudley, 1829-1900."
Hallock Collection,The works of Edgar Allan Poe /,P74wb,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The works of Edgar Allan Poe : including poetical and prose writings.,P74wc,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,"The works of Edgar Allan Poe : including the choicest of his critical essays, now first published in this country ; with a study of his life and writings from the French of Charles Baudelaire, sketches of Poe's school near London, now first identified, portraits and fac-similes.",P74wa,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The works of the late Edgar Allan Poe: with notices of his life and genius.,P74w,"Poe, Edgar Allan, 1809-1849."
Hallock Collection,The world which Emerson knew.,E53yw9,
Hallock Collection,The wound dresser : a series of letters written from the hospitals in Washington during the war of the rebellion /,W61wo,"Whitman, Walt, 1819-1892."
Hallock Collection,The yarn of a Yankee privateer /,H39xb8,"Browne, Benjamin Frederick, 1793-1873, author."
Hallock Collection,The youthful haunts of Longfellow /,L85ye,"Edwards, George Thornton, 1868-1932, author."
Hallock Collection,Theodore Parker /,E53yf9t,"Frothingham, Octavius Brooks, 1822-1895 author."
Hallock Collection,"Theodore Parker, preacher and reformer,",E53yc4,"Chadwick, John White, 1840-1904."
Hallock Collection,This thing called fame : dramatic episodes in the private life of a literary genius /,H29t,"Harper, Henry Howard, 1871-1953."
Hallock Collection,"Thomas Holley Chivers, friend of Poe, with selections from his poems; a strange chapter in American literary history,",P74yd,"Damon, S. Foster 1893-1971. (Samuel Foster),"
Hallock Collection,Thoreau and his Harvard classmates; Henry Williams' Memorials of the class of 1837.,T48yh3,Harvard University. Class of 1837.
Hallock Collection,"Thoreau, his life and aims. A study",T48yja,"Japp, Alexander H. 1839-1905. (Alexander Hay),"
Hallock Collection,"Thoreau, the poet-naturalist : with memorial verses /",T48yc,"Channing, William Ellery, 1817-1901."
Hallock Collection,"Thoreau: his life and aims; a study,",T48yj,"Page, H. A., 1839-1905."
Hallock Collection,Three books of song /,L84tha,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Three books of song.,L85th,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,"Three great poems; Thanatopsis, Flood of years, Among the trees",B91thr,"Bryant, William Cullen, 1794-1878."
Hallock Collection,Three memorial poems /,L91t,"Lowell, James Russell, 1819-1891."
Hallock Collection,"Three tales : the ghost, the brazen android, the carpenter /",W61xo,"O'Connor, William Douglas, 1832-1889."
Hallock Collection,Through the Wordsworth country /,W92xk,"Knight, William Angus, 1836-1916."
Hallock Collection,"Through the year with Thoreau : sketches of nature from the writings of Henry D. Thoreau, with corresponding photographic illustrations /",T48th,"Thoreau, Henry David, 1817-1862."
Hallock Collection,"Tour in Scotland, 1817, and other manuscript notes,",I72to,"Irving, Washington, 1783-1859."
Hallock Collection,Transactions of the Wordsworth Society.,W92yw926,Wordsworth Society.
Hallock Collection,"Transcendentalism in New England; a history,",E53yf9tr,"Frothingham, Octavius Brooks, 1822-1895."
Hallock Collection,"Transformation, or, The romance of Monte Beni /",H39mb,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39mc,"Hawthorne, Nathaniel, 1804-1864, author."
Hallock Collection,"Transformation; or, The romance of Monte Beni.",H39me,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Tribute of the Massachusetts Historical Society to the memory of Edmund Quincy and John Lothrop Motley.,L91xm,Massachusetts Historical Society.
Hallock Collection,Tribute of the Massachusetts Historical Society to the memory of George Livermore ...,H75xmtr,Massachusetts Historical Society.
Hallock Collection,"Tribute of the Massachusetts historical society, to the memory of Edward Everett, January 30, 1865.",H75xmt,Massachusetts Historical Society.
Hallock Collection,,W62xm4,Massachusetts Historical Society.
Hallock Collection,Tribute to Walter Scott : on the hundredth anniversary of his birthday /,E53xm,Massachusetts Historical Society.
Hallock Collection,Tribute to William Cullen Bryant.,B91yw3,"Waterston, R. C. 1812-1893. (Robert Cassie),"
Hallock Collection,"Tributes to Longfellow and Emerson,",EL853 M,Massachusetts Historical Society.
Hallock Collection,"Tributes to Theodore Parker, comprising the exercises at the Music hall, on Sunday, June 17, 1860, with the Proceedings of the New England anti-slavery convention, at the Melodeon, May 31, and the resolutions of the Fraternity and the Twenty-eighth Congregational society.",E53xt,
Hallock Collection,True stories from history and biography /,H39tra,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,True stories from history and biography.,H39tr,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,Twelve essays /,E53tw,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Twice-told tales /,H39tw,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,,H39twa,"Hawthorne, Nathaniel, 1804-1864."
Hallock Collection,"Two Lake poets: a catalogue of printed books, manuscripts and autograph letters by William Wordsworth and Samuel Taylor Coleridge,",W92yw8,"Wise, Thomas James, 1859-1937."
Hallock Collection,Two bites at a cherry : with other tales /,A36t,"Aldrich, Thomas Bailey, 1836-1907."
Hallock Collection,Two prefaces /,W61t,"Whitman, Walt, 1819-1892."
Hallock Collection,"Two unpublished essays: The character of Socrates, The present state of ethical philosophy. With an introd. by Edward Everett Hale.",E53two,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Ultima Thule /,L85u,"Longfellow, Henry Wadsworth, 1807-1882."
Hallock Collection,Uncle Tom's cabin /,S89ua,"Stowe, Harriet Beecher, 1811-1896, author."
Hallock Collection,"Uncle Tom's cabin,",S89ub,"Stowe, Harriet Beecher, 1811-1896."
Hallock Collection,"Uncle Tom's cabin; or, Life among the lowly.",S89uc,"Stowe, Harriet Beecher, 1811-1896."
Hallock Collection,"Uncollected lectures by Ralph Waldo Emerson; reports of lectures on American life and Natural religion, reprinted from the Commonwealth.",E53u,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,"Uncollected writings; essays, addresses, poems, reviews and letter,",E53un,"Emerson, Ralph Waldo, 1803-1882."
Hallock Collection,Under the willows : and other poems /,L91un,"Lowell, James Russell, 1819-1891."
Hallock Collection,,L91una,"Lowell, James Russell, 1819-1891."
